experiment,row_id,interface,model_condition,parsed,action_energy_kwh,branch,nontrivial_1kwh,nontrivial_5kwh,nontrivial_10kwh
E2,e2_2d41c9187d3599481033:C2,I3,qwen_flash,True,2850.0,C2,True,True,True
E2,e2_2d41c9187d3599481033:K,I3,qwen_flash,True,3900.0,K,True,True,True
E2,e2_2d41c9187d3599481033:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_2d41c9187d3599481033:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_2d58a76c6301007637b9:C,I3,deepseek_formal,True,775.0,C,True,True,True
E2,e2_2d58a76c6301007637b9:C2,I3,deepseek_formal,True,775.0,C2,True,True,True
E2,e2_2d58a76c6301007637b9:K,I3,deepseek_formal,True,775.0,K,True,True,True
E2,e2_2d58a76c6301007637b9:M,I3,deepseek_formal,True,5750.0,M,True,True,True
E2,e2_2d58a76c6301007637b9:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_2d9992b2dd61ad39f74c:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_2d9992b2dd61ad39f74c:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_2d9992b2dd61ad39f74c:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_2d9992b2dd61ad39f74c:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_2d9992b2dd61ad39f74c:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_306c20fd8abec8403fdc:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_306c20fd8abec8403fdc:C2,I3,qwen_flash,True,5250.0,C2,True,True,True
E2,e2_306c20fd8abec8403fdc:K,I3,qwen_flash,True,5250.0,K,True,True,True
E2,e2_306c20fd8abec8403fdc:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_306c20fd8abec8403fdc:S,I3,qwen_flash,True,5250.0,S,True,True,True
E2,e2_318aac1c0ad927028d8f:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_318aac1c0ad927028d8f:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_318aac1c0ad927028d8f:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_318aac1c0ad927028d8f:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_318aac1c0ad927028d8f:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_31922b1d4a6da7d88849:C,I3,deepseek_formal,False,0.0,C,False,False,False
E2,e2_31922b1d4a6da7d88849:C2,I3,deepseek_formal,False,0.0,C2,False,False,False
E2,e2_31922b1d4a6da7d88849:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_31922b1d4a6da7d88849:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_31922b1d4a6da7d88849:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_31a08143653fad07a78f:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_31a08143653fad07a78f:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_31a08143653fad07a78f:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_31a08143653fad07a78f:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_31a08143653fad07a78f:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_328671fb4c63e5e34e49:C,I3,qwen_flash,True,3305.0,C,True,True,True
E2,e2_328671fb4c63e5e34e49:C2,I3,qwen_flash,True,3410.0,C2,True,True,True
E2,e2_328671fb4c63e5e34e49:K,I3,qwen_flash,True,3410.0,K,True,True,True
E2,e2_328671fb4c63e5e34e49:M,I3,qwen_flash,True,3410.0,M,True,True,True
E2,e2_328671fb4c63e5e34e49:S,I3,qwen_flash,True,3410.0,S,True,True,True
E2,e2_32dc83614edfe5ceb176:C,I3,qwen_flash,True,5250.0,C,True,True,True
E2,e2_32dc83614edfe5ceb176:C2,I3,qwen_flash,True,5250.0,C2,True,True,True
E2,e2_32dc83614edfe5ceb176:K,I3,qwen_flash,True,5250.0,K,True,True,True
E2,e2_32dc83614edfe5ceb176:M,I3,qwen_flash,True,5625.0,M,True,True,True
E2,e2_32dc83614edfe5ceb176:S,I3,qwen_flash,True,2850.0,S,True,True,True
E2,e2_33caf297677fc4efcdc6:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_33caf297677fc4efcdc6:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_33caf297677fc4efcdc6:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_33caf297677fc4efcdc6:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_33caf297677fc4efcdc6:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_345feb62a0a33cca513a:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_345feb62a0a33cca513a:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_345feb62a0a33cca513a:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_345feb62a0a33cca513a:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_345feb62a0a33cca513a:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_35d9e8228751a030e86d:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_35d9e8228751a030e86d:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_35d9e8228751a030e86d:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_35d9e8228751a030e86d:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_35d9e8228751a030e86d:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_381203a5a82d139c51e2:C,I3,deepseek_formal,True,930.0,C,True,True,True
E2,e2_381203a5a82d139c51e2:C2,I3,deepseek_formal,True,930.0,C2,True,True,True
E2,e2_381203a5a82d139c51e2:K,I3,deepseek_formal,True,930.0,K,True,True,True
E2,e2_381203a5a82d139c51e2:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_381203a5a82d139c51e2:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_3a76a1f273195fefea23:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_3a76a1f273195fefea23:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_3a76a1f273195fefea23:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_3a76a1f273195fefea23:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_3a76a1f273195fefea23:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_3b8e5eae6fdbccd88ed4:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_3b8e5eae6fdbccd88ed4:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_3b8e5eae6fdbccd88ed4:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_3b8e5eae6fdbccd88ed4:M,I3,deepseek_formal,True,5625.0,M,True,True,True
E2,e2_3b8e5eae6fdbccd88ed4:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_3d412b0e120f6bd083b2:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_3d412b0e120f6bd083b2:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_3d412b0e120f6bd083b2:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_3d412b0e120f6bd083b2:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_3d412b0e120f6bd083b2:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_3ec9d4f3bdbf17622d57:C,I3,deepseek_formal,True,930.0,C,True,True,True
E2,e2_3ec9d4f3bdbf17622d57:C2,I3,deepseek_formal,True,930.0,C2,True,True,True
E2,e2_3ec9d4f3bdbf17622d57:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_3ec9d4f3bdbf17622d57:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_3ec9d4f3bdbf17622d57:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_3f6af977c1b0b4200006:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_3f6af977c1b0b4200006:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_3f6af977c1b0b4200006:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_3f6af977c1b0b4200006:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_3f6af977c1b0b4200006:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_40573c460c999dd6ceb4:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_40573c460c999dd6ceb4:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_40573c460c999dd6ceb4:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_40573c460c999dd6ceb4:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_40573c460c999dd6ceb4:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_40599f95548eb0ed7004:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_40599f95548eb0ed7004:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_40599f95548eb0ed7004:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_40599f95548eb0ed7004:M,I3,deepseek_formal,True,1500.0,M,True,True,True
E2,e2_40599f95548eb0ed7004:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_4081a98c71163e04a21e:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_4081a98c71163e04a21e:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_4081a98c71163e04a21e:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_4081a98c71163e04a21e:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_4081a98c71163e04a21e:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_42b6732ba7a176033016:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_42b6732ba7a176033016:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_42b6732ba7a176033016:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_42b6732ba7a176033016:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_42b6732ba7a176033016:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_42f2c84116fc02b9e080:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_42f2c84116fc02b9e080:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_42f2c84116fc02b9e080:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_42f2c84116fc02b9e080:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_42f2c84116fc02b9e080:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_458cc2d9d1474dc1c35d:C,I3,qwen_flash,True,3983.2,C,True,True,True
E2,e2_458cc2d9d1474dc1c35d:C2,I3,qwen_flash,True,3983.2,C2,True,True,True
E2,e2_458cc2d9d1474dc1c35d:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_458cc2d9d1474dc1c35d:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_458cc2d9d1474dc1c35d:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_45c0d43e53182649907f:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_45c0d43e53182649907f:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_45c0d43e53182649907f:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_45c0d43e53182649907f:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_45c0d43e53182649907f:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_45e4425fc1520fc741ac:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_45e4425fc1520fc741ac:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_45e4425fc1520fc741ac:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_45e4425fc1520fc741ac:M,I3,deepseek_formal,True,5625.0,M,True,True,True
E2,e2_45e4425fc1520fc741ac:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_45f92bec4efee7bc95a0:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_45f92bec4efee7bc95a0:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_45f92bec4efee7bc95a0:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_45f92bec4efee7bc95a0:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_45f92bec4efee7bc95a0:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_47e8865f9db500170ec7:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_47e8865f9db500170ec7:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_47e8865f9db500170ec7:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_47e8865f9db500170ec7:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_47e8865f9db500170ec7:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_4b9ceeb1354027962f0a:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_4b9ceeb1354027962f0a:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_4b9ceeb1354027962f0a:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_4b9ceeb1354027962f0a:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_4b9ceeb1354027962f0a:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_4cecda4b891756216ab6:C,I3,qwen_flash,True,3410.0,C,True,True,True
E2,e2_4cecda4b891756216ab6:C2,I3,qwen_flash,True,3410.0,C2,True,True,True
E2,e2_4cecda4b891756216ab6:K,I3,qwen_flash,True,3410.0,K,True,True,True
E2,e2_4cecda4b891756216ab6:M,I3,qwen_flash,True,3410.0,M,True,True,True
E2,e2_4cecda4b891756216ab6:S,I3,qwen_flash,True,3410.0,S,True,True,True
E2,e2_4dbac7d441961ba608d5:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_4dbac7d441961ba608d5:C2,I3,deepseek_formal,True,0.0,C2,False,False,False
E2,e2_4dbac7d441961ba608d5:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_4dbac7d441961ba608d5:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_4dbac7d441961ba608d5:S,I3,deepseek_formal,True,0.0,S,False,False,False
E2,e2_4dd695de6c9292fe4a61:C,I3,deepseek_formal,True,1250.0,C,True,True,True
E2,e2_4dd695de6c9292fe4a61:C2,I3,deepseek_formal,True,1250.0,C2,True,True,True
E2,e2_4dd695de6c9292fe4a61:K,I3,deepseek_formal,True,720.0,K,True,True,True
E2,e2_4dd695de6c9292fe4a61:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_4dd695de6c9292fe4a61:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_4e713c6d0f331433d33b:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_4e713c6d0f331433d33b:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_4e713c6d0f331433d33b:K,I3,qwen_flash,True,3937.5,K,True,True,True
E2,e2_4e713c6d0f331433d33b:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_4e713c6d0f331433d33b:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_4e7cab897bcf0f66c4b8:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_4e7cab897bcf0f66c4b8:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_4e7cab897bcf0f66c4b8:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_4e7cab897bcf0f66c4b8:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_4e7cab897bcf0f66c4b8:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_4ec03e20614bcc9af9c9:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_4ec03e20614bcc9af9c9:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_4ec03e20614bcc9af9c9:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_4ec03e20614bcc9af9c9:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_4ec03e20614bcc9af9c9:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_4fed1a1a9d39d96c1555:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_4fed1a1a9d39d96c1555:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_4fed1a1a9d39d96c1555:K,I3,deepseek_formal,True,5500.0,K,True,True,True
E2,e2_4fed1a1a9d39d96c1555:M,I3,deepseek_formal,True,5750.0,M,True,True,True
E2,e2_4fed1a1a9d39d96c1555:S,I3,deepseek_formal,True,1250.0,S,True,True,True
E2,e2_505579893020914a35e4:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_505579893020914a35e4:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_505579893020914a35e4:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_505579893020914a35e4:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_505579893020914a35e4:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_512a6c1117e5baa03b08:C,I3,deepseek_formal,False,0.0,C,False,False,False
E2,e2_512a6c1117e5baa03b08:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_512a6c1117e5baa03b08:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_512a6c1117e5baa03b08:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_512a6c1117e5baa03b08:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_5264ca94f4a0a3470268:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_5264ca94f4a0a3470268:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_5264ca94f4a0a3470268:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_5264ca94f4a0a3470268:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_5264ca94f4a0a3470268:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_533050defb2c1a202ef9:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_533050defb2c1a202ef9:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_533050defb2c1a202ef9:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_533050defb2c1a202ef9:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_533050defb2c1a202ef9:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_537fb0e80b5bd2957a3b:C,I3,deepseek_formal,True,1200.0,C,True,True,True
E2,e2_537fb0e80b5bd2957a3b:C2,I3,deepseek_formal,True,1200.0,C2,True,True,True
E2,e2_537fb0e80b5bd2957a3b:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_537fb0e80b5bd2957a3b:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_537fb0e80b5bd2957a3b:S,I3,deepseek_formal,True,1200.0,S,True,True,True
E2,e2_541673b7985baaf99ef3:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_541673b7985baaf99ef3:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_541673b7985baaf99ef3:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_541673b7985baaf99ef3:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_541673b7985baaf99ef3:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_54774291addffc41ab5d:C,I3,deepseek_formal,False,0.0,C,False,False,False
E2,e2_54774291addffc41ab5d:C2,I3,deepseek_formal,False,0.0,C2,False,False,False
E2,e2_54774291addffc41ab5d:K,I3,deepseek_formal,False,0.0,K,False,False,False
E2,e2_54774291addffc41ab5d:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_54774291addffc41ab5d:S,I3,deepseek_formal,False,0.0,S,False,False,False
E2,e2_54c73f9110f337a0c33d:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_54c73f9110f337a0c33d:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_54c73f9110f337a0c33d:K,I3,qwen_flash,True,2208.75,K,True,True,True
E2,e2_54c73f9110f337a0c33d:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_54c73f9110f337a0c33d:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_551683c7be9e6b1ff089:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_551683c7be9e6b1ff089:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_551683c7be9e6b1ff089:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_551683c7be9e6b1ff089:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_551683c7be9e6b1ff089:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_55b4e051406d6f56b7a8:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_55b4e051406d6f56b7a8:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_55b4e051406d6f56b7a8:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_55b4e051406d6f56b7a8:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_55b4e051406d6f56b7a8:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_565dbd6d3b828586a90b:C,I3,qwen_flash,True,3812.5,C,True,True,True
E2,e2_565dbd6d3b828586a90b:C2,I3,qwen_flash,True,3812.5,C2,True,True,True
E2,e2_565dbd6d3b828586a90b:K,I3,qwen_flash,True,3812.5,K,True,True,True
E2,e2_565dbd6d3b828586a90b:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_565dbd6d3b828586a90b:S,I3,qwen_flash,True,3812.5,S,True,True,True
E2,e2_566519d7dbea12360d16:C,I3,qwen_flash,True,5060.0,C,True,True,True
E2,e2_566519d7dbea12360d16:C2,I3,qwen_flash,True,5060.0,C2,True,True,True
E2,e2_566519d7dbea12360d16:K,I3,qwen_flash,True,5060.0,K,True,True,True
E2,e2_566519d7dbea12360d16:M,I3,qwen_flash,True,5060.0,M,True,True,True
E2,e2_566519d7dbea12360d16:S,I3,qwen_flash,True,5060.0,S,True,True,True
E2,e2_5709c32a375221a348ac:C,I3,qwen_flash,True,5039.8368405,C,True,True,True
E2,e2_5709c32a375221a348ac:C2,I3,qwen_flash,True,5039.8368405,C2,True,True,True
E2,e2_5709c32a375221a348ac:K,I3,qwen_flash,True,5250.0,K,True,True,True
E2,e2_5709c32a375221a348ac:M,I3,qwen_flash,False,5625.0,M,False,False,False
E2,e2_5709c32a375221a348ac:S,I3,qwen_flash,True,5050.0,S,True,True,True
E2,e2_590eae7c536eaf92a1dd:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_590eae7c536eaf92a1dd:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_590eae7c536eaf92a1dd:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_590eae7c536eaf92a1dd:M,I3,deepseek_formal,True,5750.0,M,True,True,True
E2,e2_590eae7c536eaf92a1dd:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_5b68306b445db3c7afd0:C,I3,qwen_flash,True,4900.0,C,True,True,True
E2,e2_5b68306b445db3c7afd0:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_5b68306b445db3c7afd0:K,I3,qwen_flash,True,3610.0,K,True,True,True
E2,e2_5b68306b445db3c7afd0:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_5b68306b445db3c7afd0:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_5d1f9058fd17cc12daac:C,I3,qwen_flash,True,700.0,C,True,True,True
E2,e2_5d1f9058fd17cc12daac:C2,I3,qwen_flash,True,850.0,C2,True,True,True
E2,e2_5d1f9058fd17cc12daac:K,I3,qwen_flash,True,3400.0,K,True,True,True
E2,e2_5d1f9058fd17cc12daac:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_5d1f9058fd17cc12daac:S,I3,qwen_flash,True,5050.0,S,True,True,True
E2,e2_5d9ae421dc4a5d0fa5ae:C,I3,qwen_flash,True,3000.0,C,True,True,True
E2,e2_5d9ae421dc4a5d0fa5ae:C2,I3,qwen_flash,True,5500.0,C2,True,True,True
E2,e2_5d9ae421dc4a5d0fa5ae:K,I3,qwen_flash,True,5500.0,K,True,True,True
E2,e2_5d9ae421dc4a5d0fa5ae:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_5d9ae421dc4a5d0fa5ae:S,I3,qwen_flash,True,5500.0,S,True,True,True
E2,e2_5fb7196d581b0bb8eb4c:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_5fb7196d581b0bb8eb4c:C2,I3,deepseek_formal,True,0.0,C2,False,False,False
E2,e2_5fb7196d581b0bb8eb4c:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_5fb7196d581b0bb8eb4c:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_5fb7196d581b0bb8eb4c:S,I3,deepseek_formal,True,0.0,S,False,False,False
E2,e2_603b5622de9b3192dc61:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_603b5622de9b3192dc61:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_603b5622de9b3192dc61:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_603b5622de9b3192dc61:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_603b5622de9b3192dc61:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_6083636e2fda7683edd5:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_6083636e2fda7683edd5:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_6083636e2fda7683edd5:K,I3,qwen_flash,True,3937.5,K,True,True,True
E2,e2_6083636e2fda7683edd5:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_6083636e2fda7683edd5:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_60e54f766f44ffccf8e8:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_60e54f766f44ffccf8e8:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_60e54f766f44ffccf8e8:K,I3,deepseek_formal,False,0.0,K,False,False,False
E2,e2_60e54f766f44ffccf8e8:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_60e54f766f44ffccf8e8:S,I3,deepseek_formal,False,0.0,S,False,False,False
E2,e2_619a4a0c9ede9b1c870e:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_619a4a0c9ede9b1c870e:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_619a4a0c9ede9b1c870e:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_619a4a0c9ede9b1c870e:M,I3,deepseek_formal,True,5375.0,M,True,True,True
E2,e2_619a4a0c9ede9b1c870e:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_61d5807191c1523a5fee:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_61d5807191c1523a5fee:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_61d5807191c1523a5fee:K,I3,deepseek_formal,True,1500.0,K,True,True,True
